team_size,duration_months,budget_usd,requirements_clarity,client_involvement,tech_complexity,risk_encoded,type_encoded,budget_per_person,complexity_risk,team_experience,regulatory_compliance,geographic_distribution,team_efficiency,project_complexity_index,budget_efficiency,experience_complexity_ratio,involvement_clarity_product,sdlc,effort_person_months,cost_usd
11,12,485277.48,4,2,2,1,1,44116.1345,2,1,0,3,0.9166666666666666,2.1818181818181817,3676.3445454545454,0.5,8,Waterfall,122.43,509897.22
9,4,145991.24,2,5,1,2,1,16221.2489,2,3,0,3,6.75,0.8888888888888888,4055.312222222222,3.0,10,Scrum,29.53,170450.04
21,28,2152835.39,4,1,3,1,3,102515.971,3,1,1,2,0.75,4.0,3661.2846768707486,0.3333333333333333,4,V-Model,836.83,2297753.75
37,36,6383406.92,2,1,3,3,5,172524.5114,9,4,0,2,4.111111111111111,8.756756756756756,4792.347537537537,1.3333333333333333,2,Spiral,1389.87,7676692.47
6,35,849864.65,3,3,1,3,3,141644.1083,3,4,1,1,0.6857142857142857,17.5,4046.974523809524,4.0,9,Iterative,165.24,1086653.4
7,4,64386.84,5,4,3,2,1,9198.12,6,5,0,2,8.75,3.4285714285714284,2299.5299999999997,1.6666666666666667,20,RAD,16.97,74240.52
12,24,780808.47,2,5,4,2,1,65067.3725,8,5,1,3,2.5,16.0,2711.140520833333,1.25,10,Agile,218.46,812116.6
34,43,7984039.86,4,1,3,1,2,234824.7018,3,5,0,3,3.953488372093023,3.7941176470588234,5461.0395759233925,1.6666666666666667,4,Waterfall,879.41,8620451.53
9,3,63522.72,4,4,4,3,2,7058.08,12,5,0,2,15.0,4.0,2352.693333333333,1.25,16,XP,22.98,76496.73
25,31,3807469.12,4,3,3,2,3,152298.7648,6,3,1,2,2.4193548387096775,7.44,4912.863380645162,1.0,12,Spiral,902.26,4686136.15
17,13,1217743.43,1,3,4,3,4,71631.9665,12,2,1,3,2.6153846153846154,9.176470588235293,5510.151266968325,0.5,3,Agile,355.69,1672150.56
21,28,2899439.67,4,2,4,1,2,138068.5557,4,5,0,3,3.75,5.333333333333333,4931.019846938775,1.25,8,Waterfall,411.02,3073425.34
14,39,2259402.06,5,2,1,1,4,161385.8614,1,3,0,2,1.0769230769230769,2.7857142857142856,4138.099010989011,3.0,10,Waterfall,401.4,2171282.37
6,9,231609.66,2,4,4,1,1,38601.61,4,4,0,1,2.6666666666666665,6.0,4289.067777777778,1.0,8,Scrum,32.82,277135.74
11,5,201425.72,4,3,3,3,4,18311.4291,9,3,0,3,6.6,4.090909090909091,3662.2858181818183,1.0,12,Scrum,77.64,266127.9
24,46,6302298.81,4,3,3,1,2,262595.7838,3,5,1,1,2.608695652173913,5.75,5708.603994565217,1.6666666666666667,12,Waterfall,550.77,6141695.02
12,26,1322445.73,4,3,3,1,4,110203.8108,3,3,0,2,1.3846153846153846,6.5,4238.608108974359,1.0,12,Iterative,269.76,1738215.62
76,12,5679772.03,5,4,3,1,5,74733.8425,3,2,0,3,12.666666666666666,0.47368421052631576,6227.8202083333335,0.6666666666666666,20,SAFe,1020.04,6165562.58
11,9,485760.06,3,3,1,1,3,44160.0055,1,3,0,3,3.6666666666666665,0.8181818181818182,4906.667272727273,3.0,9,Scrum,91.77,498145.82
13,4,203614.77,2,3,1,1,2,15662.6746,1,5,0,1,16.25,0.3076923076923077,3915.6686538461536,5.0,6,Scrum,24.94,167092.15
32,15,1489503.83,5,1,5,1,5,46546.9947,5,1,1,2,2.1333333333333333,2.34375,3103.1329791666667,0.2,5,V-Model,679.45,2162249.99
55,17,9008490.73,2,4,3,2,4,163790.7405,6,3,1,2,9.705882352941176,1.8545454545454545,9634.749443850267,1.0,8,SAFe,985.22,12915272.75
6,24,443480.55,2,5,3,2,3,73913.425,6,3,0,1,0.75,24.0,3079.726041666667,1.0,10,Agile,151.69,551032.19
3,14,80807.79,2,4,3,3,2,26935.93,9,5,0,1,1.0714285714285714,42.0,1923.995,1.6666666666666667,8,XP,28.08,103873.78
6,4,45716.93,5,2,4,3,3,7619.4883,12,1,1,1,1.5,8.0,1904.8720833333334,0.25,10,RAD,39.9,51806.48
10,8,285724.18,4,4,1,2,4,28572.418,2,4,0,2,5.0,1.6,3571.5522499999997,4.0,16,Scrum,58.07,333251.75
27,28,4189398.04,5,2,3,2,2,155162.8904,6,4,1,3,3.857142857142857,6.222222222222222,5541.531798941799,1.3333333333333333,10,Waterfall,665.63,5291379.23
10,16,673479.77,3,5,1,1,1,67347.977,1,5,0,1,3.125,1.6,4209.2485625,5.0,15,Agile,66.8,308686.94
7,12,209043.3,3,5,1,1,1,29863.3286,1,3,0,1,1.75,1.7142857142857142,2488.610714285714,3.0,15,Scrum,44.56,222173.4
29,23,3031005.24,5,1,5,1,3,104517.4221,5,5,1,2,6.304347826086956,3.9655172413793105,4544.235742128936,1.0,5,V-Model,539.24,3628865.69
14,35,2682382.67,1,3,4,3,5,191598.7621,12,5,1,1,2.0,30.0,5474.250346938776,1.25,3,Spiral,403.57,3360158.93
13,8,383218.84,5,3,2,3,4,29478.3723,6,2,0,3,3.25,3.6923076923076925,3684.7965384615386,1.0,15,Iterative,134.4,448802.23
16,20,827270.35,1,5,4,2,3,51704.3969,8,2,0,1,1.6,10.0,2585.21984375,0.5,5,Agile,386.35,1030561.61
55,26,12095110.85,4,4,4,3,3,219911.1064,12,5,1,3,10.576923076923077,5.672727272727273,8458.119475524476,1.25,16,SAFe,1615.46,15171532.05
6,9,156363.88,1,2,4,2,2,26060.6467,8,3,0,1,2.0,12.0,2895.6274074074076,0.75,2,Iterative,44.67,140450.06
31,27,5147836.75,4,1,3,1,5,166059.25,3,5,1,1,5.7407407407407405,2.6129032258064515,6150.342592592592,1.6666666666666667,4,V-Model,521.2,5421209.61
33,25,4540559.46,4,3,2,1,5,137592.7109,2,2,1,3,2.64,1.5151515151515151,5503.708436363636,1.0,12,SAFe,942.7,5462317.0
5,7,77547.01,2,3,3,1,4,15509.402,3,3,0,1,2.142857142857143,4.2,2215.628857142857,1.0,6,XP,27.35,89159.61
38,16,3778531.97,5,1,4,2,1,99435.0518,8,5,0,2,11.875,3.3684210526315788,6214.690740131579,1.25,5,Waterfall,432.89,4756546.94
15,4,244542.46,3,3,2,2,3,16302.8307,4,5,1,1,18.75,1.0666666666666667,4075.7076666666667,2.5,9,Scrum,41.79,270119.71
23,31,2640052.25,5,3,3,2,3,114784.8804,6,1,0,2,0.7419354838709677,8.08695652173913,3702.7380785413743,0.3333333333333333,15,Iterative,1079.55,3480315.04
22,43,5391630.71,5,2,1,2,3,245074.1232,2,1,1,1,0.5116279069767442,3.909090909090909,5699.398213530655,1.0,10,Waterfall,1094.01,5542676.75
30,40,6015396.3,4,3,4,2,3,200513.21,8,1,1,2,0.75,10.666666666666666,5012.83025,0.25,12,V-Model,1704.79,7717877.47
9,5,103332.46,3,4,3,2,2,11481.3844,6,1,0,2,1.8,3.3333333333333335,2296.276888888889,0.3333333333333333,12,RAD,59.41,114848.95
10,19,687623.54,1,3,1,2,4,68762.354,2,1,1,1,0.5263157894736842,3.8,3619.071263157895,1.0,3,Agile,195.27,816569.21
7,6,114373.19,2,5,3,2,2,16339.0271,6,3,1,1,3.5,5.142857142857143,2723.1711904761905,1.0,10,Scrum,35.39,158879.84
31,14,2185442.6,4,1,2,1,1,70498.1484,2,4,0,3,8.857142857142858,0.9032258064516129,5035.58202764977,2.0,4,Waterfall,305.66,2457136.24
10,3,85684.54,1,4,1,2,4,8568.454,2,2,0,1,6.666666666666667,0.6,2856.1513333333332,2.0,4,RAD,23.09,102164.12
31,29,5158856.07,5,2,3,3,4,166414.7119,9,3,1,1,3.206896551724138,8.419354838709678,5738.438342602893,1.0,10,Spiral,858.92,6549795.05
8,22,954176.86,1,3,4,3,3,119272.1075,12,4,1,1,1.4545454545454546,33.0,5421.459431818182,1.0,3,Agile,192.9,1158900.26
24,8,452605.96,5,3,1,2,4,18858.5817,2,5,0,1,15.0,0.6666666666666666,2357.3227083333336,5.0,15,Iterative,115.32,581651.1
13,25,1686804.18,4,1,3,2,3,129754.1677,6,3,1,3,1.56,11.538461538461538,5190.166707692308,1.0,4,V-Model,401.12,2108180.87
11,4,146019.99,4,5,1,1,1,13274.5445,1,3,0,1,8.25,0.36363636363636365,3318.636136363636,3.0,20,Scrum,24.87,162108.81
7,20,418096.88,5,4,2,3,3,59728.1257,6,2,0,2,0.7,17.142857142857142,2986.406285714286,1.0,20,Agile,188.87,450235.13
20,14,1308186.83,2,5,2,3,2,65409.3415,6,4,0,2,5.714285714285714,4.2,4672.095821428572,2.0,10,Agile,215.7,1736045.94
13,17,961539.94,3,2,1,1,1,73964.6108,1,5,0,1,3.823529411764706,1.3076923076923077,4350.859457013575,5.0,6,Iterative,93.1,571403.79
12,6,356027.31,4,4,4,3,1,29668.9425,12,3,0,2,6.0,6.0,4944.82375,0.75,16,Scrum,74.58,336570.03
43,24,7798612.81,5,4,4,3,4,181363.0886,12,3,1,3,5.375,6.6976744186046515,7556.795358527132,0.75,20,SAFe,1466.32,9430192.64
17,27,969776.03,5,3,3,2,1,57045.6488,6,3,0,2,1.8888888888888888,9.529411764705882,2112.801808278867,1.0,15,Iterative,399.51,1095913.3
7,14,566903.89,1,4,4,3,3,80986.27,12,3,0,3,1.5,24.0,5784.733571428572,0.75,4,Agile,153.79,685875.38
33,21,4312259.05,4,2,1,2,3,130674.5167,2,2,0,1,3.142857142857143,1.2727272727272727,6222.596031746031,2.0,8,Waterfall,695.92,3990906.11
19,20,2433613.75,1,1,3,2,4,128084.9342,6,2,0,3,1.9,6.315789473684211,6404.246710526316,0.6666666666666666,1,Spiral,497.17,2937324.72
19,11,783139.42,3,3,4,3,4,41217.8642,12,2,0,3,3.4545454545454546,6.947368421052632,3747.0785645933015,0.5,9,Iterative,334.22,837187.43
74,13,5919968.11,5,3,3,1,4,79999.5691,3,2,0,3,11.384615384615385,0.527027027027027,6153.813004158004,0.6666666666666666,15,SAFe,1043.54,7345604.95
30,13,2485991.66,5,3,1,2,2,82866.3887,2,4,1,2,9.23076923076923,0.8666666666666667,6374.33758974359,4.0,15,Waterfall,248.89,1330973.23
23,8,757446.99,1,3,4,2,4,32932.4778,8,5,0,1,14.375,2.782608695652174,4116.55972826087,1.25,3,Iterative,127.97,891397.63
36,45,12597636.82,3,2,4,2,4,349934.3561,8,4,0,2,3.2,10.0,7776.319024691358,1.0,6,Spiral,1580.05,13799921.54
36,34,5030711.61,4,2,4,2,3,139741.9892,8,5,0,2,5.294117647058823,7.555555555555555,4110.058504901961,1.25,8,Waterfall,1130.55,6290888.08
9,10,311315.68,2,5,4,2,4,34590.6311,8,3,0,2,2.7,8.88888888888889,3459.063111111111,0.75,10,XP,88.34,411671.62
20,43,4061633.64,3,3,3,2,3,203081.682,6,4,1,3,1.8604651162790697,12.9,4722.829813953488,1.3333333333333333,9,Spiral,920.69,5256872.09
19,40,6224723.96,1,3,4,3,3,327617.0505,12,1,1,2,0.475,25.263157894736842,8190.426263157895,0.25,3,Spiral,1265.33,8383856.57
8,26,859779.42,5,2,5,1,3,107472.4275,5,1,1,3,0.3076923076923077,16.25,4133.554903846154,0.2,10,V-Model,331.02,927086.54
25,36,813368.27,5,1,2,1,3,32534.7308,2,4,1,1,2.0833333333333335,4.32,888.8888888888889,1.0,5,Waterfall,760.5,9506250.0
76,17,11732950.95,2,2,4,3,4,154380.9336,12,2,0,3,8.941176470588236,2.6842105263157894,9081.231385448917,0.5,4,SAFe,1914.85,12562643.96
16,23,1080636.19,1,5,1,2,4,67539.7619,2,1,0,3,0.6956521739130435,2.875,2936.511385869565,1.0,5,Agile,452.93,1237386.46
20,18,1807806.28,3,4,1,2,1,90390.314,2,1,0,3,1.1111111111111112,1.8,5021.684111111112,1.0,12,Agile,375.01,2127088.84
14,19,1232767.44,2,3,3,3,4,88054.8171,9,4,0,1,2.9473684210526314,12.214285714285714,4634.464060150376,1.3333333333333333,6,Agile,240.2,1367409.91
37,15,1517635.66,4,3,2,1,1,41017.18,2,2,0,2,4.933333333333334,0.8108108108108109,2734.4786666666664,1.0,12,Waterfall,417.64,1839228.38
31,18,2434593.0,3,1,5,3,5,78535.2581,15,3,0,1,5.166666666666667,8.709677419354838,4363.069892473119,0.6,3,Spiral,704.36,2841957.1
9,4,89088.66,2,3,3,1,3,9898.74,3,4,1,3,9.0,1.3333333333333333,2474.685,1.3333333333333333,6,XP,32.93,110923.48
18,21,1346275.67,3,2,3,3,5,74793.0928,9,5,0,1,4.285714285714286,10.5,3561.5758465608465,1.6666666666666667,6,Spiral,278.37,1846899.79
11,13,514167.08,4,1,1,1,2,46742.4618,1,4,1,3,3.3846153846153846,1.1818181818181819,3595.573986013986,4.0,4,Waterfall,98.8,690468.87
12,10,470355.26,2,3,2,2,3,39196.2717,4,4,0,2,4.8,3.3333333333333335,3919.6271666666667,2.0,6,Scrum,106.95,583460.54
8,3,38187.85,3,5,1,1,1,4773.4812,1,2,0,3,5.333333333333333,0.375,1591.1604166666666,2.0,15,Kanban,19.61,42225.3
4,12,157573.93,2,4,3,2,1,39393.4825,6,4,0,3,1.3333333333333333,18.0,3282.7902083333333,1.3333333333333333,8,XP,38.55,201923.93
6,4,81134.93,2,4,2,3,4,13522.4883,6,5,0,1,7.5,4.0,3380.622083333333,2.5,8,Scrum,16.23,92432.81
8,4,72521.65,5,4,4,1,4,9065.2062,4,1,0,2,2.0,2.0,2266.3015625,0.25,20,RAD,39.78,90784.55
45,23,6098206.81,5,3,2,1,5,135515.7069,2,4,0,2,7.826086956521739,1.0222222222222221,5891.987256038647,2.0,15,SAFe,773.09,7352983.99
15,8,519321.93,4,4,3,3,3,34621.462,9,4,0,2,7.5,4.8,4327.68275,1.3333333333333333,16,Scrum,129.63,647658.64
69,23,11551139.95,3,3,2,3,4,167407.8254,6,2,0,3,6.0,2.0,7278.601102709515,1.0,9,SAFe,2097.03,13499048.05
2,6,24348.19,2,5,1,1,2,12174.095,1,4,0,1,1.0,6.0,2083.3333333333335,1.5,15,Kanban,7.92,50490.0
10,10,254716.51,2,3,3,3,3,25471.651,9,4,0,3,4.0,9.0,2547.1651,1.3333333333333333,6,Scrum,119.68,275155.33
19,21,1499244.13,4,1,4,1,3,78907.5858,4,3,1,2,2.7142857142857144,4.421052631578948,3757.5040852130323,0.75,4,V-Model,390.17,1758756.83
5,9,133366.6,4,5,3,2,4,26673.32,6,4,0,3,2.2222222222222223,10.8,2963.702222222222,1.3333333333333333,20,XP,46.97,139743.6
36,35,6612154.39,1,4,2,1,5,183670.9553,2,3,0,2,3.085714285714286,1.9444444444444444,5247.741579365079,1.5,4,SAFe,1063.03,7528019.3
20,47,3878254.24,4,1,3,3,5,193912.712,9,1,1,1,0.425531914893617,21.15,4125.8023829787235,0.3333333333333333,4,Spiral,1331.22,4701985.68
43,37,12239696.06,3,1,4,3,3,284644.0944,12,4,1,3,4.648648648648648,10.325581395348838,7693.083632935261,1.0,3,Spiral,2051.82,15048531.69
14,11,411264.92,2,3,3,2,2,29376.0657,6,4,1,1,5.090909090909091,4.714285714285714,2670.5514285714285,1.3333333333333333,6,Scrum,110.95,524539.21
11,5,126179.78,2,4,1,2,3,11470.8891,2,3,1,2,6.6,0.9090909090909091,2294.177818181818,3.0,8,RAD,47.36,153038.76
54,18,5770505.92,4,2,4,1,4,106861.2207,4,3,0,1,9.0,1.3333333333333333,5936.734485596708,0.75,8,SAFe,859.14,6614798.51
15,6,389894.17,3,3,2,2,3,25992.9447,4,3,0,2,7.5,1.6,4332.157444444444,1.5,9,Scrum,90.98,445738.4
13,32,1557417.05,5,3,3,2,1,119801.3115,6,5,0,3,2.03125,14.76923076923077,3743.790985576923,1.6666666666666667,15,Iterative,265.11,1355503.94
55,18,4043080.54,3,3,3,3,4,73510.5553,9,2,0,1,6.111111111111111,2.9454545454545453,4083.9197373737375,0.6666666666666666,9,SAFe,1177.15,4780845.38
7,4,82606.55,4,5,1,2,4,11800.9357,2,5,0,3,8.75,1.1428571428571428,2950.233928571429,5.0,20,Scrum,19.5,97276.96
37,24,7295528.92,2,3,5,2,4,197176.4573,10,2,1,1,3.0833333333333335,6.486486486486487,8215.685720720721,0.4,6,Spiral,1031.87,8468336.5
8,14,335612.23,2,3,2,1,1,41951.5287,2,5,1,1,2.857142857142857,3.5,2996.5377678571426,2.5,6,XP,49.29,417647.68
61,22,6340644.5,2,2,4,3,5,103944.9918,12,5,0,2,13.863636363636363,4.327868852459017,4724.772354694486,1.25,4,SAFe,1181.27,7479385.74
5,15,162624.99,2,3,2,1,2,32524.998,2,4,0,1,1.3333333333333333,6.0,2168.3332,2.0,6,XP,41.15,205930.97
11,30,1036607.75,5,2,5,1,4,94237.0682,5,4,1,1,1.4666666666666666,13.636363636363637,3141.235606060606,0.8,10,V-Model,271.68,1301256.99
40,34,6333819.03,5,3,1,1,4,158345.4758,1,1,0,1,1.1764705882352942,0.85,4657.219875,1.0,15,Waterfall,1262.56,5425780.02
27,19,2520359.52,5,2,3,2,5,93346.6489,6,5,1,1,7.105263157894737,4.222222222222222,4912.981520467836,1.6666666666666667,10,V-Model,351.17,3308172.05
21,37,4521596.18,5,1,4,1,5,215314.1038,4,2,0,1,1.135135135135135,7.0476190476190474,5819.300102960103,0.5,5,V-Model,683.41,5211130.16
13,31,1682396.51,4,2,3,2,3,129415.1162,6,4,1,1,1.6774193548387097,14.307692307692308,4174.681166253102,1.3333333333333333,8,V-Model,328.01,1995845.1
31,48,8638940.22,2,1,4,3,4,278675.491,12,4,0,1,2.5833333333333335,18.580645161290324,5805.739395161291,1.0,2,Spiral,1357.36,9398942.71
14,6,351938.08,4,3,1,2,2,25138.4343,2,5,0,2,11.666666666666666,0.8571428571428571,4189.739047619048,5.0,12,Scrum,42.99,256897.64
14,32,2408777.38,5,3,3,1,4,172055.5271,3,3,1,3,1.3125,6.857142857142857,5376.735223214286,1.0,15,Waterfall,402.74,2779613.75
6,9,190746.96,3,5,3,1,2,31791.16,3,4,0,2,2.6666666666666665,4.5,3532.351111111111,1.3333333333333333,15,XP,39.98,202317.76
11,9,365030.42,3,5,4,2,2,33184.5836,8,5,0,2,6.111111111111111,6.545454545454546,3687.1759595959593,1.25,15,Scrum,80.42,408626.84
15,20,1486774.29,1,5,4,3,4,99118.286,12,4,1,2,3.0,16.0,4955.9143,1.0,5,Agile,327.22,1712555.14
10,38,1162330.32,5,1,4,1,5,116233.032,4,1,1,2,0.2631578947368421,15.2,3058.764,0.25,5,V-Model,463.43,1402188.85
7,21,767569.02,4,5,4,3,1,109652.7171,12,4,1,1,1.3333333333333333,36.0,5221.557959183674,1.0,20,Agile,126.37,1027955.36
7,3,55517.96,5,3,2,2,3,7931.1371,4,2,0,1,4.666666666666667,1.7142857142857142,2643.712380952381,1.0,15,RAD,21.2,74856.26
8,2,47892.49,2,2,2,1,3,5986.5612,2,1,0,1,4.0,0.5,2993.280625,0.5,4,RAD,17.8,53832.35
45,21,4666462.39,5,2,2,3,3,103699.1642,6,3,0,3,6.428571428571429,2.8,4938.055439153439,1.5,10,SAFe,1196.04,5237138.92
15,7,515440.2,5,4,3,2,4,34362.68,6,1,0,1,2.142857142857143,2.8,4908.954285714286,0.3333333333333333,20,Agile,117.31,609946.18
37,15,3876739.57,2,2,2,3,3,104776.7451,6,5,0,3,12.333333333333334,2.4324324324324325,6985.116342342342,2.5,4,SAFe,569.66,4511080.4
5,3,20232.44,3,4,1,1,4,4046.488,1,4,0,2,6.666666666666667,0.6,1348.8293333333334,4.0,12,Kanban,9.48,23405.89
43,29,5736838.63,1,4,4,2,5,133414.8519,8,1,0,2,1.4827586206896552,5.395348837209302,4600.512133119487,0.25,4,SAFe,1939.29,6300939.67
15,10,323828.35,4,3,3,2,2,21588.5567,6,4,0,2,6.0,4.0,2158.8556666666664,1.3333333333333333,12,Scrum,120.53,396973.55
11,6,191268.55,1,2,1,1,2,17388.05,1,3,0,2,5.5,0.5454545454545454,2898.008333333333,3.0,2,RAD,47.36,216018.15
8,6,100195.58,2,5,4,2,1,12524.4475,8,5,0,1,6.666666666666667,6.0,2087.4079166666666,1.25,10,Scrum,28.32,119405.58
7,10,151275.91,3,5,2,3,3,21610.8443,6,4,1,1,2.8,8.571428571428571,2161.084428571429,2.0,15,XP,62.25,209234.71
12,20,1481313.13,5,3,4,2,5,123442.7608,8,1,1,2,0.6,13.333333333333334,6172.138041666666,0.25,15,V-Model,355.1,1801240.47
25,35,2982431.67,4,2,1,2,2,119297.2668,2,3,0,2,2.142857142857143,2.8,3408.493337142857,3.0,8,Waterfall,706.25,3355719.48
13,27,1271432.84,2,2,4,1,3,97802.5262,4,2,0,3,0.9629629629629629,8.307692307692308,3622.3157834757835,0.5,4,Iterative,460.96,1522901.22
39,30,6871776.77,5,1,4,1,4,176199.4044,4,2,1,2,2.6,3.076923076923077,5873.313478632478,0.5,5,Waterfall,1372.8,9342186.79
26,39,7244839.24,4,3,3,2,4,278647.6631,6,4,1,3,2.6666666666666665,9.0,7144.8118737672585,1.3333333333333333,12,V-Model,1035.65,9534062.7
18,44,3573544.97,5,3,1,2,1,198530.2761,2,5,0,3,2.0454545454545454,4.888888888888889,4512.05172979798,5.0,15,Waterfall,474.79,2365378.03
23,34,5173886.16,4,1,5,2,5,224951.5722,10,2,1,1,1.3529411764705883,14.782608695652174,6616.222710997443,0.4,4,V-Model,949.99,5959275.12
62,17,8577211.58,1,4,2,2,5,138342.1223,4,1,1,1,3.6470588235294117,1.096774193548387,8137.771897533207,0.5,4,SAFe,1166.46,11544039.04
15,10,567259.44,4,3,3,2,2,37817.296,6,3,0,2,4.5,4.0,3781.7295999999997,1.0,12,Scrum,133.71,574963.81
38,47,8993845.37,4,2,2,1,1,236680.1413,2,4,1,1,3.234042553191489,2.473684210526316,5035.747687569989,2.0,8,Waterfall,1061.72,9387031.61
7,8,173400.89,3,5,2,1,4,24771.5557,2,3,1,3,2.625,2.2857142857142856,3096.4444642857147,1.5,15,Scrum,49.82,222320.56
44,43,7526108.83,1,1,5,3,5,171047.928,15,1,0,1,1.0232558139534884,14.659090909090908,3977.858789640592,0.2,1,Spiral,3009.72,9043848.56
8,9,210675.1,2,3,3,1,3,26334.3875,3,3,0,2,2.6666666666666665,3.375,2926.043055555556,1.0,6,XP,68.4,262328.92
74,12,7747094.71,3,2,4,2,4,104690.4691,8,5,0,1,30.833333333333332,1.2972972972972974,8724.205754504505,1.25,6,SAFe,698.04,9261102.85
15,8,332169.49,4,3,3,1,2,22144.6327,3,4,0,1,7.5,1.6,2768.079083333333,1.3333333333333333,12,Scrum,75.91,373534.67
13,28,1985887.9,4,1,5,1,3,152760.6077,5,4,0,3,1.8571428571428572,10.76923076923077,5455.735989010988,0.8,4,V-Model,428.43,2305181.51
10,5,146715.41,2,5,3,1,2,14671.541,3,3,0,1,6.0,1.5,2934.3082,1.0,10,Scrum,34.6,192886.93
10,37,1486481.69,5,2,4,1,5,148648.169,4,5,1,3,1.3513513513513513,14.8,4017.5180810810807,1.25,10,V-Model,302.85,1605259.09
7,4,89340.9,2,4,1,2,1,12762.9857,2,3,0,2,5.25,1.1428571428571428,3190.746428571428,3.0,8,Scrum,18.95,106881.5
15,42,4171389.02,5,1,2,1,1,278092.6013,2,2,0,2,0.7142857142857143,5.6,6621.252412698413,1.0,5,Waterfall,517.7,3844319.69
10,10,316137.35,1,4,2,2,1,31613.735,4,1,1,1,1.0,4.0,3161.3734999999997,0.5,4,Agile,81.4,378261.89
11,26,1920079.93,5,1,4,1,4,174552.7209,4,2,1,2,0.8461538461538461,9.454545454545455,6713.566188811189,0.5,5,V-Model,314.25,1931749.63
17,22,1228015.78,5,5,4,2,3,72236.2224,8,5,0,3,3.8636363636363638,10.352941176470589,3283.4646524064174,1.25,25,Agile,360.73,1553309.36
7,7,159994.02,4,4,3,1,4,22856.2886,3,5,0,2,5.0,3.0,3265.184081632653,1.6666666666666667,16,XP,33.75,182448.84
9,5,122553.49,3,4,3,2,3,13617.0544,6,2,0,2,3.6,3.3333333333333335,2723.410888888889,0.6666666666666666,12,RAD,59.61,138532.8
16,28,1135911.53,3,3,3,2,3,70994.4706,6,2,1,1,1.1428571428571428,10.5,2535.5168080357143,0.6666666666666666,9,Iterative,509.57,1294658.03
14,7,451719.65,4,4,2,1,1,32265.6893,2,4,0,1,8.0,1.0,4609.38418367347,2.0,16,Scrum,50.42,391013.24
10,14,345657.85,4,3,4,2,3,34565.785,8,4,0,1,2.857142857142857,11.2,2468.9846428571427,1.0,12,XP,127.8,468202.14
15,11,887504.68,5,4,2,2,3,59166.9787,4,1,0,1,1.3636363636363635,2.933333333333333,5378.816242424243,0.5,20,Agile,196.39,1009735.69
30,35,3818941.52,5,1,3,2,2,127298.0507,6,5,0,1,4.285714285714286,7.0,3637.087161904762,1.6666666666666667,5,Waterfall,655.02,4452343.38
11,6,120339.82,2,3,2,2,4,10939.9836,4,3,1,2,5.5,2.1818181818181817,1823.3306060606062,1.5,6,RAD,61.67,171645.39
30,24,2772153.14,5,2,2,1,4,92405.1047,2,4,0,2,5.0,1.6,3850.2126944444444,2.0,10,Waterfall,509.83,3212341.63
35,44,9078309.86,1,3,5,2,5,259380.2817,10,4,1,1,3.1818181818181817,12.571428571428571,5895.0064025974025,0.8,3,Spiral,1542.26,10211091.76
37,45,7250703.47,2,3,4,2,4,195964.9586,8,4,0,1,3.2888888888888888,9.72972972972973,4354.776858858859,1.0,6,Spiral,1409.35,8864582.36
26,21,1964432.12,4,3,4,2,5,75555.0815,8,1,1,1,1.2380952380952381,6.461538461538462,3597.8610256410257,0.25,12,V-Model,682.63,2505166.55
77,17,6528544.71,1,4,4,1,4,84786.2949,4,3,0,3,13.588235294117647,0.8831168831168831,4987.429113827349,0.75,4,SAFe,1361.59,7016278.78
19,11,871329.68,2,5,4,1,1,45859.4568,4,4,0,3,6.909090909090909,2.3157894736842106,4169.041531100479,1.0,10,Agile,162.8,867958.38
25,19,1352108.8,1,1,4,1,3,54084.352,4,3,1,3,3.9473684210526314,3.04,2846.5448421052633,0.75,1,Iterative,542.78,1737620.61
9,6,164352.45,4,5,3,1,3,18261.3833,3,4,0,2,6.0,2.0,3043.5638888888893,1.3333333333333333,20,XP,41.25,205566.69
38,32,4681542.55,4,2,5,2,3,123198.4882,10,1,1,1,1.1875,8.421052631578947,3849.9527549342106,0.2,8,Spiral,1887.88,5271406.75
28,27,3406111.91,5,2,4,1,4,121646.8539,4,2,1,1,2.074074074074074,3.857142857142857,4505.439034391535,0.5,10,V-Model,710.3,3907042.7
6,7,150840.61,3,5,4,3,1,25140.1017,12,5,0,2,4.285714285714286,14.0,3591.443095238095,1.25,15,Scrum,33.38,192872.21
10,26,1036269.09,1,1,3,2,4,103626.909,6,4,0,1,1.5384615384615385,15.6,3985.650346153846,1.3333333333333333,1,Iterative,208.05,1252432.28
32,42,4296575.46,5,3,3,1,4,134267.9831,3,2,1,2,1.5238095238095237,3.9375,3196.8567410714286,0.6666666666666666,15,V-Model,1279.77,5203377.23
5,8,160690.0,2,5,3,1,2,32138.0,3,3,1,1,1.875,4.8,4017.25,1.0,10,Scrum,29.24,226508.3
8,10,239407.32,4,5,1,1,4,29925.915,1,4,0,3,3.2,1.25,2992.5915,4.0,20,Scrum,64.7,295709.37
10,31,1992632.58,5,1,3,1,4,199263.258,3,2,1,3,0.6451612903225806,9.3,6427.847032258065,0.6666666666666666,5,V-Model,398.91,2071965.83
43,13,4659104.55,2,2,2,2,4,108351.2686,4,1,0,3,3.3076923076923075,1.2093023255813953,8334.71296958855,0.5,4,SAFe,745.36,5865515.64
66,14,5553173.29,1,4,2,3,4,84138.9892,6,2,0,2,9.428571428571429,1.2727272727272727,6009.927803030303,1.0,4,SAFe,1275.88,6953202.85
